Open, Close, High, Low, Volume
2017-04-24 00:00:00-04:00,62.27,62.54,63,62.13,4514056
2017-04-25 00:00:00-04:00,62.8,62.96,63.47,62.68,4522600
2017-04-26 00:00:00-04:00,63.08,62.91,63.74,62.87,4031013
2017-04-27 00:00:00-04:00,65.31,63.9,65.31,62.99,10533954
2017-04-28 00:00:00-04:00,63.9,63.78,64.15,63.3,4113286
2017-05-01 00:00:00-04:00,63.82,64.3,64.46,63.76,3766059
2017-05-02 00:00:00-04:00,64.33,66.63,66.68,64.01,3567197
2017-05-03 00:00:00-04:00,66.45,66.736,66.88,66.21,3885555
2017-05-04 00:00:00-04:00,66.74,67.22,67.25,64.77,3686239
2017-05-05 00:00:00-04:00,67.19,66.98,67.22,66.3246,3711849
2017-05-08 00:00:00-04:00,66.94,64.04,66.95,63.97,3049081
2017-05-09 00:00:00-04:00,64.02,64,64.75,63.7,3400499
2017-05-10 00:00:00-04:00,63.99,65.975,66.035,63.22,4352138
2017-05-11 00:00:00-04:00,65.9,63.16,65.96,62.55,6561608
2017-05-12 00:00:00-04:00,63.15,63.89,64.04,63.09,5196619
2017-05-15 00:00:00-04:00,63.92,66.655,66.68,63.8,5287607
2017-05-16 00:00:00-04:00,66.73,64.66,66.92,64.39,5437734
2017-05-17 00:00:00-04:00,62.83,63.23,64.14,62.47,11010558
2017-05-18 00:00:00-04:00,63.21,65.65,66.1,63.04,4872560
2017-05-19 00:00:00-04:00,65.74,63.43,66,63.15,4179705
2017-05-22 00:00:00-04:00,63.41,63.29,63.48,62.68,3420473
2017-05-23 00:00:00-04:00,63.29,63.68,64.08,63.28,3801022
2017-05-24 00:00:00-04:00,63.63,63.77,63.95,63.41,2581991
2017-05-25 00:00:00-04:00,63.92,66.33,66.57,63.63,2980697
2017-05-26 00:00:00-04:00,66.22,66.05,66.41,65.851,2768558
2017-05-30 00:00:00-04:00,65.89,63.85,66.2,63.79,3517170
2017-05-31 00:00:00-04:00,64.04,63.85,66.09,63.66,4617589
2017-06-01 00:00:00-04:00,64.09,64.52,64.55,63.96,3704648
2017-06-02 00:00:00-04:00,64.64,67.23,67.31,64.45,4558037
2017-06-05 00:00:00-04:00,67.27,65.3,67.5,65.2,4036844
2017-06-06 00:00:00-04:00,65.27,65.64,65.86,65.16,4686303
2017-06-07 00:00:00-04:00,65.77,68.755,68.995,65.77,6876617
2017-06-08 00:00:00-04:00,66.42,66.5,66.78,66.08,4802514
2017-06-09 00:00:00-04:00,66.54,67.38,67.54,66.47,4855689
2017-06-12 00:00:00-04:00,67.47,67.25,67.58,66.6,5122553
2017-06-13 00:00:00-04:00,67.33,67.38,67.72,67.13,3616378
2017-06-14 00:00:00-04:00,67.19,68.21,68.46,67.08,5313965
2017-06-15 00:00:00-04:00,68.02,68.28,70.64,67.69,3300816
2017-06-16 00:00:00-04:00,68.48,68.72,71.12,68.18,4641472
2017-06-19 00:00:00-04:00,68.84,69,69.24,68.61,4175857
2017-06-20 00:00:00-04:00,69.1,68.88,71.81,68.83,5864515
2017-06-21 00:00:00-04:00,68.77,71.35,71.46,68.66,5125583
2017-06-22 00:00:00-04:00,71.52,73.19,73.67,71.41,8250382
2017-06-23 00:00:00-04:00,73.2,70.26,73.49,69.88,5166173
2017-06-26 00:00:00-04:00,70.35,70.35,70.57,70.05,3297871
2017-06-27 00:00:00-04:00,70.28,72.42,72.67,69.85,3695810
2017-06-28 00:00:00-04:00,72.72,70.53,73.54,70.5,3279671
2017-06-29 00:00:00-04:00,70.76,70.1,70.78,69.56,3715016
2017-06-30 00:00:00-04:00,70.24,72.49,72.72,69.93,2794278
2017-07-03 00:00:00-04:00,72.76,72.4,72.99,72.37,1630996
2017-07-05 00:00:00-04:00,72.56,70.1,72.74,69.65,3457331
2017-07-06 00:00:00-04:00,69.87,69.38,70.07,69.07,3714726
2017-07-07 00:00:00-04:00,69.75,69.67,71.8899,69.29,2960012
2017-07-10 00:00:00-04:00,69.44,69.47,69.85,69.22,2497927
2017-07-11 00:00:00-04:00,69.52,69.48,69.79,68.98,2756399
2017-07-12 00:00:00-04:00,69.77,71.9,72.13,69.56,3921211
2017-07-13 00:00:00-04:00,71.94,70.88,72.255,70.33,4253961
2017-07-14 00:00:00-04:00,70.86,71.35,73.08,70.75,3336080
2017-07-17 00:00:00-04:00,71.31,70.95,71.67,70.91,2471301
2017-07-18 00:00:00-04:00,70.84,72.27,72.29,69.98,4504591
2017-07-19 00:00:00-04:00,72.44,72.76,72.76,72.02,2458352
2017-07-20 00:00:00-04:00,72.99,72.23,74.2,72.15,4051617
2017-07-21 00:00:00-04:00,72.21,74.62,74.84,72.08,4267451
2017-07-24 00:00:00-04:00,74.66,72.13,74.75,72,4137019
2017-07-25 00:00:00-04:00,72.6,70.77,72.74,70.71,4902420
2017-07-26 00:00:00-04:00,70.62,70.84,70.93,70.21,4001970
2017-07-27 00:00:00-04:00,71.04,71.72,71.76,70,6148197
2017-07-28 00:00:00-04:00,71.64,70.435,72.44,67.71,6667918
2017-07-31 00:00:00-04:00,70.52,69.93,70.58,69.83,4829692
2017-08-01 00:00:00-04:00,70.03,68.68,70.59,68.15,5530190
2017-08-02 00:00:00-04:00,68.56,69.01,69.03,68.24,3929112
2017-08-03 00:00:00-04:00,68.92,69.28,70.4901,68.67,3742884
2017-08-04 00:00:00-04:00,69.45,69.28,69.65,68.65,3397255
2017-08-07 00:00:00-04:00,69.23,69.5,69.51,68.94,2394751
2017-08-08 00:00:00-04:00,69.61,69.75,70.18,69.3,3577412
2017-08-09 00:00:00-04:00,69.54,72.02,72.05,69.39,3821089
2017-08-10 00:00:00-04:00,72.09,68.74,72.19,68.69,4952998
2017-08-11 00:00:00-04:00,69.01,70.65,70.79,68.71,2724306
2017-08-14 00:00:00-04:00,71.25,70.81,71.29,69.16,1959142
2017-08-15 00:00:00-04:00,71.08,70.31,71.14,68.78,2819766
2017-08-16 00:00:00-04:00,70.49,68.72,70.75,68.41,3784264
2017-08-17 00:00:00-04:00,68.87,69.8799,70.54,68.12,4081790
2017-08-18 00:00:00-04:00,69.52,68.27,70.145,68.21,3261740
2017-08-21 00:00:00-04:00,68.25,69,69.14,68.24,2549593
2017-08-22 00:00:00-04:00,69.17,71.78,71.88,69.03,2516756
2017-08-23 00:00:00-04:00,71.29,69.8,71.9,69.71,2268470
2017-08-24 00:00:00-04:00,71.72,72.12,72.31,71.4,2857457
2017-08-25 00:00:00-04:00,72.22,70.73,72.74,70.7,3007593
2017-08-28 00:00:00-04:00,70.9,71.55,71.78,70.79,3531018
2017-08-29 00:00:00-04:00,71.21,73.89,73.9,71.03,2670620
2017-08-30 00:00:00-04:00,73.79,72.14,73.98,71.84,2426922
2017-08-31 00:00:00-04:00,72.31,75.29,75.4,72.15,4059039
2017-09-01 00:00:00-04:00,75.59,73.6,75.8543,73.59,3227583
2017-09-05 00:00:00-04:00,73.57,75.25,75.4,72.93,5398078
2017-09-06 00:00:00-04:00,75.61,75.19,75.83,73.9,5955520
2017-09-07 00:00:00-04:00,75.42,81.79,82.45,75.13,13290629
2017-09-08 00:00:00-04:00,81.29,83.28,84.01,80.64,13033786
2017-09-11 00:00:00-04:00,82.4,84.9,84.99,82.34,10076157
2017-09-12 00:00:00-04:00,84.66,85.63,85.86,84.42,9998823
2017-09-13 00:00:00-04:00,85.48,86.34,86.71,85.32,7708553
2017-09-14 00:00:00-04:00,86.04,87.07,87.08,85.99,8125466
2017-09-15 00:00:00-04:00,87.58,87.05,87.85,85,12855649
2017-09-18 00:00:00-04:00,87.47,83.26,87.81,83.01,8276170
2017-09-19 00:00:00-04:00,83.47,84.29,84.56,83.31,6576517
2017-09-20 00:00:00-04:00,84.32,85.3,85.37,84.17,5456976
2017-09-21 00:00:00-04:00,85.18,87.49,87.64,84.5,5373548
2017-09-22 00:00:00-04:00,87.22,85.37,87.74,85.24,5959651
2017-09-25 00:00:00-04:00,84.86,84.48,85.7,84.35,6904696
2017-09-26 00:00:00-04:00,84.24,85.38,85.59,83.18,4311270
2017-09-27 00:00:00-04:00,85.35,84.76,85.3919,81.17,5160883
2017-09-28 00:00:00-04:00,86.67,86.82,90.95,86.38,12589847
2017-09-29 00:00:00-04:00,86.57,88.84,89.23,85.58,4817418
2017-10-02 00:00:00-04:00,89.73,90.39,90.41,86.97,4936226
2017-10-03 00:00:00-04:00,90.44,87.54,90.64,86.87,3576298
2017-10-04 00:00:00-04:00,89.52,87.73,90.44,87.43,2530363
2017-10-05 00:00:00-04:00,87.52,88.01,88.37,87.31,3475991
2017-10-06 00:00:00-04:00,88.04,88.31,89.14,87.79,2768233
2017-10-09 00:00:00-04:00,88.49,88.59,90.9116,87.96,2134158
2017-10-10 00:00:00-04:00,88.5,88.97,88.99,87.52,2929211
2017-10-11 00:00:00-04:00,89.26,90.15,90.37,88.77,4964549
2017-10-12 00:00:00-04:00,90.18,89.84,90.4,89.34,3718516
2017-10-13 00:00:00-04:00,89.8,89.1,90.23,88.94,4555827
2017-10-16 00:00:00-04:00,89.46,91.02,91.2299,89.08,3704339
2017-10-17 00:00:00-04:00,91.09,90.58,92.78,90.11,4366664
2017-10-18 00:00:00-04:00,90.75,96.04,96.44,90.61,9139882
2017-10-19 00:00:00-04:00,95.5,96.47,96.62,93.91,7850412
2017-10-20 00:00:00-04:00,96.78,94.44,98.26,93.65,5158758
2017-10-23 00:00:00-04:00,94.26,92.87,94.33,92.82,3488260
2017-10-24 00:00:00-04:00,92.28,91.68,92.52,89.21,7544391
2017-10-25 00:00:00-04:00,91.78,90.18,91.9,89.59,4871957
2017-10-26 00:00:00-04:00,90.35,89.48,90.94,83.84,8483869
2017-10-27 00:00:00-04:00,92.63,91.95,94.97,90.75,7545716
2017-10-30 00:00:00-04:00,91.88,89.39,91.88,87.37,4979710
2017-10-31 00:00:00-04:00,89.33,88.69,91.54,88.5,4327616
2017-11-01 00:00:00-04:00,89.2,92.45,93.34,88.7,5504198
2017-11-02 00:00:00-04:00,92.08,89.45,92.34,88.98,3893969
2017-11-03 00:00:00-04:00,89.72,92.31,92.555,89.34,2882090
2017-11-06 00:00:00-05:00,92.22,91.35,93.06,91.29,3743595
2017-11-07 00:00:00-05:00,91.38,93.95,94.94,91.36,5030029
2017-11-08 00:00:00-05:00,94.31,94.05,96.37,93.37,5335729
2017-11-09 00:00:00-05:00,93.64,94.23,94.7,93.61,4323694
2017-11-10 00:00:00-05:00,93.7,95.43,95.9399,91.94,4369080
2017-11-13 00:00:00-05:00,95.37,93.47,95.42,92.4,2936942
2017-11-14 00:00:00-05:00,93.02,93.11,94.67,91.53,3614077
2017-11-15 00:00:00-05:00,92.98,93.77,94.16,91.1,3413408
2017-11-16 00:00:00-05:00,94.48,94.47,94.88,92.53,3331719
2017-11-17 00:00:00-05:00,93.8,91.99,94.49,91.95,2479282
2017-11-20 00:00:00-05:00,92.29,91.98,94.09,91.34,3110704
2017-11-21 00:00:00-05:00,92.06,93.04,93.73,91.96,3002738
2017-11-22 00:00:00-05:00,93.05,94.47,94.83,92.59,1726316
2017-11-24 00:00:00-05:00,94,94.75,94.97,93.55,1263423
2017-11-27 00:00:00-05:00,94.69,93.77,95.18,93.3,2154090
2017-11-28 00:00:00-05:00,94.26,95.44,96.63,93.94,3370519
2017-11-29 00:00:00-05:00,95.76,94.16,96.35,93.69,2965333
2017-11-30 00:00:00-05:00,94.71,96.9,97.43,94.56,3336530
2017-12-01 00:00:00-05:00,97.19,94.65,98.52,94.04,3481440
2017-12-04 00:00:00-05:00,94.77,93.57,95.05,93.08,3650023
2017-12-05 00:00:00-05:00,93.82,93.76,95.07,93.38,3668383
2017-12-06 00:00:00-05:00,94.04,94.4,94.69,92.28,3056638
2017-12-07 00:00:00-05:00,94.4,94.26,94.57,92.9,2368433
2017-12-08 00:00:00-05:00,94.62,95.96,96.54,94.62,3828658
2017-12-11 00:00:00-05:00,95.88,94.8,97.31,94.54,2328289
2017-12-12 00:00:00-05:00,94.95,94.63,95.02,93.12,2941605
2017-12-13 00:00:00-05:00,94.91,95.67,97.14,94.91,4071681
2017-12-14 00:00:00-05:00,95.65,94.63,97.43,94,2849552
2017-12-15 00:00:00-05:00,95.19,95.76,96.2,94.98,4722464
2017-12-18 00:00:00-05:00,95.97,96.49,97.38,95.91,3077163
2017-12-19 00:00:00-05:00,96.73,97.91,98.5,96.02,1807841
2017-12-20 00:00:00-05:00,97.86,95.72,98.9,95.53,2337412
2017-12-21 00:00:00-05:00,96.12,97.92,98.3523,96.02,1522271
2017-12-22 00:00:00-05:00,97.86,96.51,98.69,96.41,1719581
2017-12-26 00:00:00-05:00,96.46,97.74,97.87,95.38,1199276
2017-12-27 00:00:00-05:00,97.73,98.07,98.13,95.99,1246593
2017-12-28 00:00:00-05:00,98.19,96.1,98.39,95.97,1287312
2017-12-29 00:00:00-05:00,96.28,95.04,98.3285,94.99,1766445
2018-01-02 00:00:00-05:00,95.46,96.71,97.19,95.08,3475862
2018-01-03 00:00:00-05:00,96.85,99.94,100.1,96.35,3538821
2018-01-04 00:00:00-05:00,100.09,99.36,100.12,97.04,2636381
2018-01-05 00:00:00-05:00,99.34,99.36,100.95,98.48,3412264
2018-01-08 00:00:00-05:00,99.25,97.77,100.23,96.49,3781716
2018-01-09 00:00:00-05:00,97.75,98.51,98.9,96.97,3080143
2018-01-10 00:00:00-05:00,99.75,97.97,100.2,97.55,3134618
2018-01-11 00:00:00-05:00,98.35,98.25,98.47,97.55,3154184
2018-01-12 00:00:00-05:00,98.32,100.34,100.64,97.65,2728104
2018-01-16 00:00:00-05:00,100.26,101.44,102.68,100,4992475
2018-01-17 00:00:00-05:00,101.93,103.29,103.76,101.49,3657802
2018-01-18 00:00:00-05:00,103.18,102.75,104.85,102.42,3665772
2018-01-19 00:00:00-05:00,103.25,104.65,104.87,102.48,3508743
2018-01-22 00:00:00-05:00,104.7,105.4,106.4,104.461,2495913
2018-01-23 00:00:00-05:00,105.08,104.3,105.87,103.95,3794787
2018-01-24 00:00:00-05:00,104.16,105.53,106.06,103.01,3010526
2018-01-25 00:00:00-05:00,104.86,107.19,107.26,104.65,4969677
2018-01-26 00:00:00-05:00,113.48,121.95,124.74,112.49,15602151
2018-01-29 00:00:00-05:00,120.27,121.06,122.9,117.78,7931219
2018-01-30 00:00:00-05:00,118.29,114.69,120.17,114.65,9673025
2018-01-31 00:00:00-05:00,114.97,111.07,115.25,110.1,10740087
2018-02-01 00:00:00-05:00,111.07,115.15,116.31,111.06,7470799
2018-02-02 00:00:00-05:00,114.48,115.04,116.85,114.31,5416842
2018-02-05 00:00:00-05:00,113,108.39,115.535,108.23,7222977
2018-02-06 00:00:00-05:00,103.75,110.06,112.27,99.88,10993620
2018-02-07 00:00:00-05:00,110.36,112.46,115.63,110.22,6951552
2018-02-08 00:00:00-05:00,112.17,107.37,112.83,107.21,5240603
2018-02-09 00:00:00-05:00,108.4,110.16,111.54,105.27,6754484
2018-02-12 00:00:00-05:00,111.47,111.88,112.85,109.56,3386440
2018-02-13 00:00:00-05:00,111.54,111.91,112.41,110.39,3597685
2018-02-14 00:00:00-05:00,111.04,111.92,112.9048,110.28,4045773
2018-02-15 00:00:00-05:00,113.88,114.91,115.13,111.22,5819999
2018-02-16 00:00:00-05:00,115.23,117.38,119.09,115.2,6912515
2018-02-20 00:00:00-05:00,116.5,116.77,120.29,116.01,6706164
2018-02-21 00:00:00-05:00,117.19,116.7,119.96,116.55,3277333
2018-02-22 00:00:00-05:00,117.36,116.35,119.65,115.86,3437180
2018-02-23 00:00:00-05:00,117.1,117.53,117.99,115.59,3137346
2018-02-26 00:00:00-05:00,118.04,120.29,120.46,117.81,3207551
2018-02-27 00:00:00-05:00,119.97,117.05,120.75,116.95,3151499
2018-02-28 00:00:00-05:00,117.77,114.64,118.76,114.58,4149434
2018-03-01 00:00:00-05:00,114.79,112.67,115.49,110.73,5273273
2018-03-02 00:00:00-05:00,111.88,114.94,115.47,110.84,3617440
2018-03-05 00:00:00-05:00,114,114.47,115.83,112.888,2683025
2018-03-06 00:00:00-05:00,114.81,114.57,115.1,112.65,2533422
2018-03-07 00:00:00-05:00,112.58,114.74,114.99,111.81,3518525
2018-03-08 00:00:00-05:00,115,115.81,117.13,114.35,4020695
2018-03-09 00:00:00-05:00,116.65,118.07,118.44,116.47,3838674
2018-03-12 00:00:00-04:00,118.16,117.09,118.34,116.7,3542688
2018-03-13 00:00:00-04:00,118.09,118.52,120.26,117.56,3978938
2018-03-14 00:00:00-04:00,119.05,117.72,119.37,116.68,2460830
2018-03-15 00:00:00-04:00,117.78,113.75,118.27,113.74,4476193
2018-03-16 00:00:00-04:00,113.73,112.54,115.55,112.45,5248317
2018-03-19 00:00:00-04:00,112.54,112.06,113.77,110.23,5080962
2018-03-20 00:00:00-04:00,112.9,111.5,114.15,110.92,3089795
2018-03-21 00:00:00-04:00,111.95,112.42,113.79,110.61,3199436
2018-03-22 00:00:00-04:00,104.08,98.08,104.5,95.52,22661750
2018-03-23 00:00:00-04:00,98.99,96.46,99.47,96.38,11841750
2018-03-26 00:00:00-04:00,98.47,95.28,98.89,90.82,11299529
2018-03-27 00:00:00-04:00,95.5,91.99,95.72,91.1223,8827739
2018-03-28 00:00:00-04:00,92.19,93.3,95.92,91.58,9230841
2018-03-29 00:00:00-04:00,93.59,93.68,94.6,92.58,5027104
2018-04-02 00:00:00-04:00,93.07,91.43,93.7,89.4,5669789
2018-04-03 00:00:00-04:00,92.34,89.66,92.46,87.87,8195358
2018-04-04 00:00:00-04:00,87.78,92.96,93.41,87.7,7140466
2018-04-05 00:00:00-04:00,93.07,91.26,93.27,91.1,3451255
