Time, Average Gain, 1G Account
,,1000
10/17/2020 15:04:46, 0.0, 1000.0
10/17/2020 15:04:46, 0.05465769925717767, 1054.6576992571777
10/17/2020 15:04:47, 0.047113691524294454, 1104.3465167637025
10/17/2020 15:04:47, 0.026496386856337262, 1133.607709295322
10/17/2020 15:04:47, -0.003896218896661141, 1129.1909255169646
10/17/2020 15:04:48, -0.021904169259489792, 1104.456936358161
10/17/2020 15:04:48, -0.0023994328613238247, 1101.8068660911463
10/17/2020 15:04:49, 0.10312312093438503, 1215.4286287893997
10/17/2020 15:04:49, 0.035521675572550704, 1258.6026902228466
10/17/2020 15:04:50, 0.01938874798615453, 1283.0054205982735
