Time, Equity
165, 6424.7
166, 6372.879399999999
167, 6390.181599999999
168, 6374.8966
169, 6398.4416
170, 6375.5366
171, 6427.486600000001
172, 6369.1866
173, 6402.386599999999
174, 6446.466599999998
175, 6368.826599999998
176, 6388.271599999998
177, 6535.836599999999
178, 6466.601599999998
179, 6666.756599999998
180, 6734.3665999999985
181, 6664.716599999999
182, 6762.786599999999
183, 6802.826600000001
184, 6700.6343
185, 6608.5943
186, 6642.854300000002
187, 6644.114300000001
188, 6571.984300000003
189, 6697.599300000003
190, 6727.149300000002
191, 6639.2193000000025
192, 6646.389300000003
193, 6510.979300000002
194, 6387.169300000002
195, 6433.459300000001
196, 6177.5493000000015
197, 6094.969300000001
198, 6168.039300000002
199, 6259.869300000001
200, 6272.7493
201, 6401.649300000002
202, 6541.0093000000015
203, 6568.629300000002
204, 6640.499300000002
205, 6580.419300000002
206, 6408.059300000001
207, 6566.239300000002
208, 6281.5093000000015
209, 6158.054300000002
210, 6215.721500000001
211, 6465.1342
212, 6620.5242
213, 6742.0142000000005
214, 6810.9742
215, 6857.861000000001
216, 6812.088600000001
217, 6901.128600000001
218, 6702.2686
219, 6334.9379
220, 6446.6999000000005
221, 6351.979900000002
222, 6309.679900000001
223, 6704.4351000000015
224, 6367.805500000001
225, 6404.391500000001
226, 6253.567500000001
227, 6193.4675000000025
228, 6333.107500000003
229, 6355.2975000000015
230, 6537.267500000003
231, 6745.045000000003
232, 6822.545000000003
233, 6786.785000000002
234, 6822.525000000001
235, 6967.295000000001
236, 6908.488600000001
237, 6847.348599999999
238, 6761.083599999998
239, 6755.218599999999
240, 6648.408599999999
241, 6540.788599999998
242, 6394.818599999999
243, 6385.8686
244, 6289.3085999999985
245, 6256.558599999998
246, 6101.098599999998
247, 5924.098599999999
248, 6062.168599999999
249, 5994.923599999999
250, 6273.288599999999
251, 6321.861099999998
252, 6376.1178999999975
253, 6349.289699999997
254, 6507.091299999997
255, 6661.214399999997
256, 6744.919399999998
257, 6843.2793999999985
258, 7008.519399999999
259, 7065.4794
260, 7023.4509
261, 7009.245900000001
262, 7026.715899999999
263, 6970.645900000001
264, 7063.9059
265, 7177.9359
266, 7169.2859
267, 7104.9373
268, 7297.681
269, 7289.8580999999995
270, 7241.068099999998
271, 7418.800099999999
272, 7564.941199999999
273, 7603.651199999998
274, 7596.126199999998
275, 7652.881199999999
276, 7698.1762
277, 7853.833600000002
278, 7740.518600000001
279, 7688.653600000001
280, 7823.4225000000015
281, 7939.424100000001
282, 7995.184100000002
283, 8113.264100000001
284, 8056.0541
285, 8121.784100000001
286, 8050.1841
287, 8043.9141
288, 8042.3935999999985
289, 7919.3935999999985
290, 7725.581099999999
291, 7818.515599999999
292, 7800.435599999997
293, 7873.135599999996
294, 7837.700599999997
295, 7685.435599999998
296, 7673.759599999998
297, 7686.616199999998
298, 7747.046199999998
299, 7831.956199999999
300, 7947.676999999999
301, 8017.021999999998
302, 8031.871999999999
303, 8091.7919999999995
304, 8106.702
305, 7803.2952000000005
306, 7981.547
307, 7698.866999999999
308, 7651.826999999999
309, 7843.702
310, 7753.366999999999
311, 7631.006999999997
312, 7761.806999999998
313, 7809.967
314, 7695.147
315, 7852.7834
316, 7857.8134
317, 7875.9034
318, 7936.9734
319, 7910.5434000000005
320, 7892.453400000001
321, 7914.4515
322, 8000.325900000001
323, 8063.623600000003
324, 8207.243600000003
325, 7911.8736000000035
326, 7959.183600000002
327, 8002.5736000000015
328, 8145.083600000002
329, 8326.303600000003
330, 8311.728600000002
331, 8532.272100000002
332, 8479.830700000004
333, 8521.870700000001
334, 8350.890700000004
335, 8159.810700000004
336, 8378.380700000002
337, 8375.605700000004
338, 8315.070700000004
339, 8406.515700000004
340, 8525.020700000005
341, 8489.314700000004
342, 8015.384700000004
343, 8180.084700000005
344, 8198.914700000005
345, 8289.729700000004
346, 8061.569700000004
347, 7906.269700000002
348, 8033.579700000001
349, 7941.709700000003
350, 7854.521100000004
351, 7806.421100000004
352, 7697.161100000004
353, 7630.9811000000045
354, 7648.1511000000055
355, 7675.131100000004
356, 7734.291100000004
357, 8001.911100000004
358, 7976.076100000004
359, 7965.156100000004
360, 8049.011100000004
361, 8092.711100000004
362, 8201.851100000005
363, 8177.221100000005
364, 8309.251100000007
365, 8306.281100000007
366, 8415.015500000009
367, 8616.645500000008
368, 8692.625500000007
369, 8719.86550000001
370, 8564.945500000013
371, 8547.725500000011
372, 8450.99550000001
373, 8463.64670000001
374, 8604.22910000001
375, 8835.047500000013
376, 8874.51750000001
377, 8895.887500000012
378, 8999.747500000012
379, 9063.167500000012
380, 9007.747500000012
381, 9022.297500000013
382, 9118.65750000001
383, 9103.197500000013
384, 9262.527500000013
385, 9232.327500000012
386, 9194.790000000014
387, 9165.440000000013
388, 9057.035000000014
389, 8985.320000000014
390, 8968.240000000013
391, 9081.270000000013
392, 9255.13400000001
393, 9356.19400000001
394, 9350.449000000013
395, 9218.374000000013
396, 9384.624000000013
397, 9395.209000000013
398, 9114.724000000013
399, 8922.634000000013
400, 8780.349000000013
401, 8712.29900000001
402, 8705.399000000009
403, 9045.049000000008
404, 8961.28900000001
405, 8739.89400000001
406, 8783.534000000009
407, 8347.684000000012
408, 8087.374000000012
409, 8412.074000000011
410, 8685.76400000001
411, 8662.544000000013
412, 8790.404000000013
413, 8662.197200000013
414, 8245.262400000012
415, 8226.222400000015
416, 7924.092400000013
417, 8109.332400000015
418, 8112.752400000012
419, 8117.332400000014
420, 8004.071200000013
421, 7968.101200000014
422, 8206.721200000013
423, 8170.4212000000125
424, 8104.761200000011
425, 8039.9342000000115
426, 7993.96520000001
427, 8098.635200000011
428, 8056.665200000012
429, 8117.53520000001
430, 8164.89020000001
431, 8159.860200000007
432, 8195.300200000009
433, 8176.550200000009
434, 8206.830200000011
435, 8034.97020000001
436, 8236.730200000009
437, 8132.040200000009
438, 8132.170200000008
439, 8130.670200000008
440, 7967.010200000007
441, 7778.565200000006
442, 7880.595200000007
443, 7942.295200000007
444, 7861.418300000007
445, 7612.948300000006
446, 7705.228300000007
447, 7643.348300000007
448, 7859.948300000007
449, 7916.768300000007
450, 7983.418300000005
451, 7941.048300000004
452, 7960.388300000003
453, 7921.624300000005
454, 8000.894300000005
455, 7940.619300000006
456, 7924.904300000006
457, 8048.479300000005
458, 8091.299300000003
459, 8091.934300000004
460, 8050.134300000004
461, 8037.334300000005
462, 8003.224300000005
463, 8141.464300000007
464, 8213.464300000007
465, 8192.354900000006
466, 8249.646300000008
467, 8284.36470000001
468, 8380.821500000007
469, 8284.17150000001
470, 8159.8815000000095
471, 8158.471500000008
472, 8139.831500000008
473, 8150.281500000009
474, 8093.76150000001
475, 8172.836500000008
476, 8166.966500000008
477, 8265.261500000008
478, 8323.076500000008
479, 8492.736500000008
480, 8581.426500000009
481, 8568.746500000008
482, 8464.248000000009
483, 8360.94150000001
484, 8136.19150000001
485, 8256.171000000011
486, 8285.255000000012
487, 8626.738400000011
488, 8736.58440000001
489, 8774.21440000001
490, 8831.364400000011
491, 8961.064400000014
492, 9050.574400000014
493, 9166.764400000015
494, 9190.084400000016
495, 9261.404400000016
496, 9396.784400000017
497, 9392.894400000017
498, 9571.814400000016
499, 9592.054400000015
500, 9528.034400000017
501, 9506.924400000016
502, 9518.024400000017
503, 9518.15440000002
504, 9488.564400000017
505, 9599.314400000017
506, 9600.284400000019
507, 9592.274400000018
508, 9590.904400000016
509, 9628.824400000018
