Time, Average Gain, 1G Account
,,1000
12/14/2020 21:06:20, 0.0, 1000.0
12/14/2020 21:06:21, 0.021833975316406073, 1021.833975316406
12/14/2020 21:06:21, 0.02166554476391913, 1043.972565049917
12/14/2020 21:06:21, 0.013935035720000766, 1058.5203600345883
12/14/2020 21:06:22, 0.0008772459119874565, 1059.448942693184
12/14/2020 21:06:22, 0.001604555825558407, 1061.1488876660642
12/14/2020 21:06:23, 0.002611328721837891, 1063.9198962345731
12/14/2020 21:06:23, 0.061917560241242064, 1129.7952205015333
12/14/2020 21:06:23, 0.0317802690972977, 1165.7004166339127
12/14/2020 21:06:24, 0.01998634421019796, 1188.9985064067293
