Time, Average Gain, 1G Account
,,1000
12/14/2020 18:58:42, 0.0, 1000.0
12/14/2020 18:58:43, 0.08188987985553187, 1081.889879855532
12/14/2020 18:58:43, 0.0767475132851887, 1164.9222377828557
12/14/2020 18:58:43, 0.04683792590717828, 1219.484779243753
12/14/2020 18:58:44, 0.002855890841505504, 1222.9674946561506
12/14/2020 18:58:44, 0.005213355834136957, 1229.3432593793761
12/14/2020 18:58:44, 0.008453997661660217, 1239.7361244195472
12/14/2020 18:58:45, 0.19929248788608467, 1486.8062209773714
12/14/2020 18:58:45, 0.09057333366383258, 1621.4712169234172
12/14/2020 18:58:45, 0.05389003795713343, 1708.8523623498197
